term_name	source	p_values	significant	intersection_sizes	regulon
regulation of primary metabolic process	GO:BP	2.11465866842396e-19	TRUE	747	ETV6
regulation of primary metabolic process	GO:BP	1.31152343779942e-23	TRUE	697	IRF1
regulation of primary metabolic process	GO:BP	1.87205331435247e-17	TRUE	384	IRF2
regulation of primary metabolic process	GO:BP	0.0103231467764535	TRUE	150	IRF4
regulation of primary metabolic process	GO:BP	2.33570924985585e-06	TRUE	101	NFIL3
regulation of primary metabolic process	GO:BP	4.27831461238925e-07	TRUE	181	STAT3
regulation of primary metabolic process	GO:BP	1.74014554825615e-53	TRUE	717	VEZF1
regulation of primary metabolic process	GO:BP	1.60155500406948e-30	TRUE	368	ZNF148
response to external biotic stimulus	GO:BP	7.23292368900681e-49	TRUE	226	ETV6
response to external biotic stimulus	GO:BP	2.54069206675934e-45	TRUE	226	IRF1
response to external biotic stimulus	GO:BP	7.88920550769271e-34	TRUE	133	IRF2
response to external biotic stimulus	GO:BP	2.50092855736479e-09	TRUE	38	IRF4
response to external biotic stimulus	GO:BP	1.3694890891261e-07	TRUE	38	NFIL3
response to external biotic stimulus	GO:BP	2.45665668802977e-11	TRUE	69	STAT3
response to external biotic stimulus	GO:BP	2.1843422971535e-07	TRUE	57	VEZF1
response to external biotic stimulus	GO:BP	0.0149804823015015	TRUE	3	ZNF148
regulation of response to stimulus	GO:BP	7.23292368900681e-49	TRUE	695	ETV6
regulation of response to stimulus	GO:BP	5.96086550013223e-30	TRUE	572	IRF1
regulation of response to stimulus	GO:BP	1.63337065538017e-13	TRUE	205	IRF2
regulation of response to stimulus	GO:BP	0.00372433125086933	TRUE	45	IRF4
regulation of response to stimulus	GO:BP	2.22901787050477e-05	TRUE	52	NFIL3
regulation of response to stimulus	GO:BP	2.5543987342282e-16	TRUE	176	STAT3
regulation of response to stimulus	GO:BP	2.694992609024e-21	TRUE	469	VEZF1
regulation of response to stimulus	GO:BP	1.86133932182951e-06	TRUE	215	ZNF148
response to other organism	GO:BP	7.23292368900681e-49	TRUE	226	ETV6
response to other organism	GO:BP	2.43999638473573e-45	TRUE	226	IRF1
response to other organism	GO:BP	7.88920550769271e-34	TRUE	133	IRF2
response to other organism	GO:BP	2.50092855736479e-09	TRUE	38	IRF4
response to other organism	GO:BP	1.3694890891261e-07	TRUE	38	NFIL3
response to other organism	GO:BP	2.43760752115943e-11	TRUE	69	STAT3
response to other organism	GO:BP	2.06714619335763e-07	TRUE	57	VEZF1
response to other organism	GO:BP	0.014944458827955	TRUE	3	ZNF148
defense response	GO:BP	1.18910057542797e-48	TRUE	238	ETV6
defense response	GO:BP	2.27585063802784e-42	TRUE	241	IRF1
defense response	GO:BP	7.56531212615178e-27	TRUE	132	IRF2
defense response	GO:BP	1.40502826682091e-07	TRUE	37	IRF4
defense response	GO:BP	4.8347460129316e-07	TRUE	41	NFIL3
defense response	GO:BP	9.91163821480557e-11	TRUE	81	STAT3
defense response	GO:BP	2.06714619335763e-07	TRUE	63	VEZF1
defense response	GO:BP	0.000162527585470673	TRUE	5	ZNF148
response to biotic stimulus	GO:BP	2.54972467204506e-48	TRUE	228	ETV6
response to biotic stimulus	GO:BP	1.90286877846644e-45	TRUE	230	IRF1
response to biotic stimulus	GO:BP	1.88503411725945e-33	TRUE	134	IRF2
response to biotic stimulus	GO:BP	3.88585326340925e-09	TRUE	38	IRF4
response to biotic stimulus	GO:BP	2.38855811982803e-07	TRUE	38	NFIL3
response to biotic stimulus	GO:BP	1.30007286600173e-11	TRUE	71	STAT3
response to biotic stimulus	GO:BP	2.04274019107469e-07	TRUE	58	VEZF1
response to biotic stimulus	GO:BP	0.0157088388318439	TRUE	3	ZNF148
biological process involved in interspecies interaction between organisms	GO:BP	6.53668306297669e-48	TRUE	237	ETV6
biological process involved in interspecies interaction between organisms	GO:BP	1.15144606414143e-46	TRUE	243	IRF1
biological process involved in interspecies interaction between organisms	GO:BP	3.05646512763767e-33	TRUE	139	IRF2
biological process involved in interspecies interaction between organisms	GO:BP	1.07531277961362e-09	TRUE	41	IRF4
biological process involved in interspecies interaction between organisms	GO:BP	4.68155940778964e-07	TRUE	39	NFIL3
biological process involved in interspecies interaction between organisms	GO:BP	9.45848920556986e-12	TRUE	81	STAT3
biological process involved in interspecies interaction between organisms	GO:BP	7.87208905976594e-08	TRUE	62	VEZF1
biological process involved in interspecies interaction between organisms	GO:BP	0.0151971046142433	TRUE	39	ZNF148
defense response to other organism	GO:BP	7.02127633943374e-47	TRUE	170	ETV6
defense response to other organism	GO:BP	5.5286083119817e-44	TRUE	195	IRF1
defense response to other organism	GO:BP	2.77353697511445e-32	TRUE	115	IRF2
defense response to other organism	GO:BP	5.38808869888177e-08	TRUE	31	IRF4
defense response to other organism	GO:BP	6.46306034645953e-07	TRUE	32	NFIL3
defense response to other organism	GO:BP	4.95414050029728e-09	TRUE	55	STAT3
defense response to other organism	GO:BP	2.27254343236961e-07	TRUE	49	VEZF1
defense response to other organism	GO:BP	0.00891088164513609	TRUE	21	ZNF148
regulation of immune system process	GO:BP	3.70229213804042e-46	TRUE	358	ETV6
regulation of immune system process	GO:BP	4.32043302491002e-27	TRUE	279	IRF1
regulation of immune system process	GO:BP	4.17370750560337e-16	TRUE	95	IRF2
regulation of immune system process	GO:BP	1.0824662643294e-06	TRUE	32	IRF4
regulation of immune system process	GO:BP	0.000197597294692968	TRUE	27	NFIL3
regulation of immune system process	GO:BP	7.82322473431603e-12	TRUE	79	STAT3
regulation of immune system process	GO:BP	6.89818622089973e-09	TRUE	192	VEZF1
regulation of immune system process	GO:BP	0.0260087659364715	TRUE	3	ZNF148
response to stress	GO:BP	3.87151841082574e-46	TRUE	685	ETV6
response to stress	GO:BP	4.13145942318819e-43	TRUE	592	IRF1
response to stress	GO:BP	1.11153023567876e-21	TRUE	197	IRF2
response to stress	GO:BP	3.27015534240802e-05	TRUE	52	IRF4
response to stress	GO:BP	1.43212881079911e-09	TRUE	79	NFIL3
response to stress	GO:BP	3.47941585877971e-11	TRUE	167	STAT3
response to stress	GO:BP	1.28790460865356e-18	TRUE	330	VEZF1
response to stress	GO:BP	7.7981716999472e-07	TRUE	218	ZNF148
immune system process	GO:BP	2.52102283157457e-45	TRUE	484	ETV6
immune system process	GO:BP	3.68321026750389e-40	TRUE	379	IRF1
immune system process	GO:BP	5.84070738050278e-22	TRUE	153	IRF2
immune system process	GO:BP	8.59092098321146e-10	TRUE	53	IRF4
immune system process	GO:BP	5.71241359690398e-06	TRUE	38	NFIL3
immune system process	GO:BP	1.10170530505983e-13	TRUE	135	STAT3
immune system process	GO:BP	5.95870014033141e-09	TRUE	126	VEZF1
immune system process	GO:BP	0.0143403169604578	TRUE	4	ZNF148
immune response	GO:BP	1.70610368045972e-43	TRUE	310	ETV6
immune response	GO:BP	7.57768922736095e-40	TRUE	253	IRF1
immune response	GO:BP	6.1228488520717e-23	TRUE	127	IRF2
immune response	GO:BP	2.3593751599106e-09	TRUE	51	IRF4
immune response	GO:BP	0.000143043375023051	TRUE	28	NFIL3
immune response	GO:BP	5.5588318417877e-10	TRUE	85	STAT3
immune response	GO:BP	4.14811695333559e-05	TRUE	61	VEZF1
immune response	GO:BP	0.0249560170851213	TRUE	3	ZNF148
response to external stimulus	GO:BP	9.11165704254144e-43	TRUE	341	ETV6
response to external stimulus	GO:BP	1.75715496123685e-39	TRUE	284	IRF1
response to external stimulus	GO:BP	3.49296218849484e-24	TRUE	165	IRF2
response to external stimulus	GO:BP	2.35945249137611e-07	TRUE	43	IRF4
response to external stimulus	GO:BP	7.88817801561552e-07	TRUE	47	NFIL3
response to external stimulus	GO:BP	6.79885697018476e-13	TRUE	103	STAT3
response to external stimulus	GO:BP	1.25119841782169e-07	TRUE	76	VEZF1
response to external stimulus	GO:BP	0.0250485267464313	TRUE	31	ZNF148
innate immune response	GO:BP	1.20935544020609e-42	TRUE	191	ETV6
innate immune response	GO:BP	2.18930454465318e-42	TRUE	160	IRF1
innate immune response	GO:BP	1.14738534006797e-28	TRUE	96	IRF2
innate immune response	GO:BP	8.9684553451792e-07	TRUE	24	IRF4
innate immune response	GO:BP	4.29677569441485e-05	TRUE	24	NFIL3
innate immune response	GO:BP	7.23972496496745e-09	TRUE	51	STAT3
innate immune response	GO:BP	4.09698722799744e-06	TRUE	39	VEZF1
innate immune response	GO:BP	0.00509923312499753	TRUE	3	ZNF148
defense response to virus	GO:BP	1.13151839610637e-41	TRUE	62	ETV6
defense response to virus	GO:BP	5.75553713427413e-42	TRUE	61	IRF1
defense response to virus	GO:BP	6.95358395951052e-41	TRUE	48	IRF2
defense response to virus	GO:BP	8.95527079618514e-09	TRUE	9	IRF4
defense response to virus	GO:BP	0.000237203383101766	TRUE	12	NFIL3
defense response to virus	GO:BP	1.34080635999551e-07	TRUE	10	STAT3
defense response to virus	GO:BP	3.60835777313737e-06	TRUE	9	VEZF1
defense response to virus	GO:BP	0.000338714475990868	TRUE	3	ZNF148
intracellular signal transduction	GO:BP	1.13151839610637e-41	TRUE	539	ETV6
intracellular signal transduction	GO:BP	8.83025977780828e-26	TRUE	521	IRF1
intracellular signal transduction	GO:BP	3.556856523413e-16	TRUE	246	IRF2
intracellular signal transduction	GO:BP	0.000564386469242219	TRUE	49	IRF4
intracellular signal transduction	GO:BP	0.000353897904529112	TRUE	59	NFIL3
intracellular signal transduction	GO:BP	2.54697789771365e-19	TRUE	152	STAT3
intracellular signal transduction	GO:BP	1.82957222080477e-29	TRUE	406	VEZF1
intracellular signal transduction	GO:BP	3.77097840320494e-09	TRUE	180	ZNF148
positive regulation of cellular process	GO:BP	2.03724450149282e-41	TRUE	900	ETV6
positive regulation of cellular process	GO:BP	6.3180507462477e-35	TRUE	781	IRF1
positive regulation of cellular process	GO:BP	4.65892374592541e-20	TRUE	370	IRF2
positive regulation of cellular process	GO:BP	4.16157850373343e-05	TRUE	199	IRF4
positive regulation of cellular process	GO:BP	8.27405365790277e-07	TRUE	110	NFIL3
positive regulation of cellular process	GO:BP	5.21057209749238e-14	TRUE	235	STAT3
positive regulation of cellular process	GO:BP	3.64250545910819e-39	TRUE	718	VEZF1
positive regulation of cellular process	GO:BP	3.16049362732704e-19	TRUE	356	ZNF148
regulation of immune response	GO:BP	2.72057114452352e-41	TRUE	245	ETV6
regulation of immune response	GO:BP	1.28333727103763e-27	TRUE	150	IRF1
regulation of immune response	GO:BP	1.31608554341739e-20	TRUE	78	IRF2
regulation of immune response	GO:BP	0.000157868288226578	TRUE	20	IRF4
regulation of immune response	GO:BP	0.000459856139671843	TRUE	22	NFIL3
regulation of immune response	GO:BP	1.1804905328295e-09	TRUE	55	STAT3
regulation of immune response	GO:BP	0.000111535452149313	TRUE	112	VEZF1
regulation of immune response	GO:BP	0.0509913475279826	FALSE	2	ZNF148
response to virus	GO:BP	9.87665785297814e-39	TRUE	93	ETV6
response to virus	GO:BP	8.08365616501993e-41	TRUE	102	IRF1
response to virus	GO:BP	9.83335723917692e-38	TRUE	50	IRF2
response to virus	GO:BP	2.97813592232544e-09	TRUE	10	IRF4
response to virus	GO:BP	0.00012243923495597	TRUE	9	NFIL3
response to virus	GO:BP	1.08322864252353e-06	TRUE	10	STAT3
response to virus	GO:BP	2.47061123117376e-05	TRUE	9	VEZF1
response to virus	GO:BP	0.000619138787191525	TRUE	3	ZNF148
positive regulation of biological process	GO:BP	1.81677361193385e-40	TRUE	936	ETV6
positive regulation of biological process	GO:BP	1.20652474084689e-35	TRUE	818	IRF1
positive regulation of biological process	GO:BP	6.73685977969188e-20	TRUE	385	IRF2
positive regulation of biological process	GO:BP	0.000134169677261133	TRUE	204	IRF4
positive regulation of biological process	GO:BP	7.4507099862903e-07	TRUE	115	NFIL3
positive regulation of biological process	GO:BP	6.85252519530585e-15	TRUE	235	STAT3
positive regulation of biological process	GO:BP	2.28879975127175e-38	TRUE	734	VEZF1
positive regulation of biological process	GO:BP	2.67790217199578e-16	TRUE	360	ZNF148
positive regulation of immune system process	GO:BP	8.31061221478496e-40	TRUE	268	ETV6
positive regulation of immune system process	GO:BP	2.08419183397832e-24	TRUE	161	IRF1
positive regulation of immune system process	GO:BP	1.00399862000979e-13	TRUE	72	IRF2
positive regulation of immune system process	GO:BP	5.14659275127703e-07	TRUE	27	IRF4
positive regulation of immune system process	GO:BP	0.00102109008196303	TRUE	20	NFIL3
positive regulation of immune system process	GO:BP	6.44128318465557e-10	TRUE	65	STAT3
positive regulation of immune system process	GO:BP	2.42573081627048e-06	TRUE	134	VEZF1
positive regulation of immune system process	GO:BP	0.0433212088949571	TRUE	12	ZNF148
defense response to symbiont	GO:BP	2.27611697359269e-39	TRUE	145	ETV6
defense response to symbiont	GO:BP	3.95296842007265e-39	TRUE	170	IRF1
defense response to symbiont	GO:BP	1.6350783162192e-25	TRUE	96	IRF2
defense response to symbiont	GO:BP	3.45266870063214e-07	TRUE	26	IRF4
defense response to symbiont	GO:BP	5.86065207078946e-05	TRUE	25	NFIL3
defense response to symbiont	GO:BP	3.95890800068245e-08	TRUE	48	STAT3
defense response to symbiont	GO:BP	1.44574251604859e-05	TRUE	40	VEZF1
defense response to symbiont	GO:BP	0.00645655900628261	TRUE	3	ZNF148
regulation of signal transduction	GO:BP	1.3025095636028e-38	TRUE	538	ETV6
regulation of signal transduction	GO:BP	7.73567513635488e-20	TRUE	505	IRF1
regulation of signal transduction	GO:BP	1.97895725365274e-12	TRUE	165	IRF2
regulation of signal transduction	GO:BP	0.0183177196147014	TRUE	31	IRF4
regulation of signal transduction	GO:BP	0.000308846647971914	TRUE	40	NFIL3
regulation of signal transduction	GO:BP	9.97240379844686e-16	TRUE	145	STAT3
regulation of signal transduction	GO:BP	1.01093188972642e-19	TRUE	374	VEZF1
regulation of signal transduction	GO:BP	3.66993345989767e-07	TRUE	176	ZNF148
positive regulation of metabolic process	GO:BP	5.19993648582302e-38	TRUE	608	ETV6
positive regulation of metabolic process	GO:BP	1.07121654960425e-36	TRUE	543	IRF1
positive regulation of metabolic process	GO:BP	1.84551263046575e-21	TRUE	297	IRF2
positive regulation of metabolic process	GO:BP	0.000382186988998699	TRUE	100	IRF4
positive regulation of metabolic process	GO:BP	1.43212881079911e-09	TRUE	85	NFIL3
positive regulation of metabolic process	GO:BP	8.45103815546652e-11	TRUE	155	STAT3
positive regulation of metabolic process	GO:BP	2.31188363439956e-36	TRUE	491	VEZF1
positive regulation of metabolic process	GO:BP	8.16989850953091e-20	TRUE	251	ZNF148
positive regulation of response to stimulus	GO:BP	1.10972777824412e-37	TRUE	408	ETV6
positive regulation of response to stimulus	GO:BP	1.45728224857161e-18	TRUE	268	IRF1
positive regulation of response to stimulus	GO:BP	8.52565002772502e-12	TRUE	135	IRF2
positive regulation of response to stimulus	GO:BP	0.00319389665147139	TRUE	31	IRF4
positive regulation of response to stimulus	GO:BP	5.52816855384416e-05	TRUE	36	NFIL3
positive regulation of response to stimulus	GO:BP	8.56135714373658e-09	TRUE	85	STAT3
positive regulation of response to stimulus	GO:BP	3.40427580332164e-14	TRUE	286	VEZF1
positive regulation of response to stimulus	GO:BP	0.000113025802873133	TRUE	131	ZNF148
regulation of metabolic process	GO:BP	1.35185551561468e-15	TRUE	920	ETV6
regulation of metabolic process	GO:BP	3.67748562627408e-19	TRUE	814	IRF1
regulation of metabolic process	GO:BP	1.63337065538017e-13	TRUE	452	IRF2
regulation of metabolic process	GO:BP	0.0525667167163103	FALSE	45	IRF4
regulation of metabolic process	GO:BP	2.9585318753851e-05	TRUE	111	NFIL3
regulation of metabolic process	GO:BP	7.70735980479447e-06	TRUE	216	STAT3
regulation of metabolic process	GO:BP	3.62616043877129e-37	TRUE	813	VEZF1
regulation of metabolic process	GO:BP	1.23154457259258e-22	TRUE	412	ZNF148
positive regulation of macromolecule metabolic process	GO:BP	1.21164730990804e-35	TRUE	561	ETV6
positive regulation of macromolecule metabolic process	GO:BP	1.2488477719426e-34	TRUE	502	IRF1
positive regulation of macromolecule metabolic process	GO:BP	6.73458897677734e-22	TRUE	275	IRF2
positive regulation of macromolecule metabolic process	GO:BP	0.000103462943217062	TRUE	96	IRF4
positive regulation of macromolecule metabolic process	GO:BP	4.15797938011678e-09	TRUE	79	NFIL3
positive regulation of macromolecule metabolic process	GO:BP	7.84404907119581e-10	TRUE	142	STAT3
positive regulation of macromolecule metabolic process	GO:BP	3.62616043877129e-37	TRUE	467	VEZF1
positive regulation of macromolecule metabolic process	GO:BP	9.7328992215283e-21	TRUE	239	ZNF148
regulation of response to biotic stimulus	GO:BP	5.40836228591914e-37	TRUE	124	ETV6
regulation of response to biotic stimulus	GO:BP	2.82754100974849e-27	TRUE	109	IRF1
regulation of response to biotic stimulus	GO:BP	4.32348863029482e-21	TRUE	59	IRF2
regulation of response to biotic stimulus	GO:BP	4.6581890658846e-05	TRUE	7	IRF4
regulation of response to biotic stimulus	GO:BP	0.000436912746441491	TRUE	16	NFIL3
regulation of response to biotic stimulus	GO:BP	2.41723669212569e-08	TRUE	36	STAT3
regulation of response to biotic stimulus	GO:BP	3.12787645728602e-06	TRUE	69	VEZF1
regulation of response to biotic stimulus	GO:BP	0.0157501530196427	TRUE	26	ZNF148
regulation of RNA metabolic process	GO:BP	4.38416540896569e-09	TRUE	492	ETV6
regulation of RNA metabolic process	GO:BP	2.75849881770134e-11	TRUE	458	IRF1
regulation of RNA metabolic process	GO:BP	1.48661541218442e-11	TRUE	266	IRF2
regulation of RNA metabolic process	GO:BP	0.0166047312242003	TRUE	105	IRF4
regulation of RNA metabolic process	GO:BP	0.00158990693981439	TRUE	67	NFIL3
regulation of RNA metabolic process	GO:BP	0.000162329343912434	TRUE	130	STAT3
regulation of RNA metabolic process	GO:BP	1.31768973167276e-36	TRUE	505	VEZF1
regulation of RNA metabolic process	GO:BP	4.67180970918961e-24	TRUE	259	ZNF148
response to cytokine	GO:BP	1.65677716913668e-36	TRUE	127	ETV6
response to cytokine	GO:BP	4.3326505349624e-29	TRUE	164	IRF1
response to cytokine	GO:BP	1.00121248584736e-16	TRUE	44	IRF2
response to cytokine	GO:BP	5.78285269524997e-06	TRUE	19	IRF4
response to cytokine	GO:BP	3.32893616959864e-06	TRUE	21	NFIL3
response to cytokine	GO:BP	2.43760752115943e-11	TRUE	65	STAT3
response to cytokine	GO:BP	2.1843422971535e-07	TRUE	40	VEZF1
response to cytokine	GO:BP	0.000202072590303758	TRUE	22	ZNF148
regulation of nucleobase-containing compound metabolic process	GO:BP	1.00248066750813e-09	TRUE	531	ETV6
regulation of nucleobase-containing compound metabolic process	GO:BP	4.14270809481405e-12	TRUE	494	IRF1
regulation of nucleobase-containing compound metabolic process	GO:BP	7.66597384767376e-12	TRUE	273	IRF2
regulation of nucleobase-containing compound metabolic process	GO:BP	0.00286284936724328	TRUE	118	IRF4
regulation of nucleobase-containing compound metabolic process	GO:BP	0.00403927187817357	TRUE	69	NFIL3
regulation of nucleobase-containing compound metabolic process	GO:BP	0.000628731279507078	TRUE	135	STAT3
regulation of nucleobase-containing compound metabolic process	GO:BP	1.91089830643502e-36	TRUE	534	VEZF1
regulation of nucleobase-containing compound metabolic process	GO:BP	2.17194599893767e-23	TRUE	271	ZNF148
response to peptide	GO:BP	8.44452802348643e-36	TRUE	127	ETV6
response to peptide	GO:BP	8.207327088926e-29	TRUE	77	IRF1
response to peptide	GO:BP	1.70798987943062e-16	TRUE	44	IRF2
response to peptide	GO:BP	6.83138056172762e-06	TRUE	19	IRF4
response to peptide	GO:BP	4.21032058769769e-06	TRUE	21	NFIL3
response to peptide	GO:BP	4.23970181196861e-11	TRUE	65	STAT3
response to peptide	GO:BP	3.93525036309191e-08	TRUE	42	VEZF1
response to peptide	GO:BP	0.000247762010223477	TRUE	22	ZNF148
protein modification process	GO:BP	5.06023094080638e-19	TRUE	450	ETV6
protein modification process	GO:BP	5.13857394540632e-17	TRUE	480	IRF1
protein modification process	GO:BP	2.5389160567531e-10	TRUE	213	IRF2
protein modification process	GO:BP	0.0389788684605152	TRUE	40	IRF4
protein modification process	GO:BP	0.000436912746441491	TRUE	58	NFIL3
protein modification process	GO:BP	6.96196015072382e-07	TRUE	118	STAT3
protein modification process	GO:BP	4.01623194594864e-35	TRUE	412	VEZF1
protein modification process	GO:BP	1.83303088249326e-19	TRUE	163	ZNF148
regulation of signaling	GO:BP	1.87702727537398e-34	TRUE	531	ETV6
regulation of signaling	GO:BP	6.48264917908459e-20	TRUE	477	IRF1
regulation of signaling	GO:BP	6.57346221959766e-12	TRUE	223	IRF2
regulation of signaling	GO:BP	0.016184353674862	TRUE	38	IRF4
regulation of signaling	GO:BP	0.000560495994377888	TRUE	43	NFIL3
regulation of signaling	GO:BP	3.2576307205499e-15	TRUE	157	STAT3
regulation of signaling	GO:BP	1.16696577981151e-17	TRUE	407	VEZF1
regulation of signaling	GO:BP	1.47394271667582e-06	TRUE	114	ZNF148
regulation of defense response	GO:BP	2.24459512377198e-34	TRUE	188	ETV6
regulation of defense response	GO:BP	4.45091417227844e-26	TRUE	136	IRF1
regulation of defense response	GO:BP	2.02141498969878e-16	TRUE	65	IRF2
regulation of defense response	GO:BP	4.89307552057028e-05	TRUE	8	IRF4
regulation of defense response	GO:BP	0.000197597294692968	TRUE	21	NFIL3
regulation of defense response	GO:BP	3.01087976099259e-08	TRUE	44	STAT3
regulation of defense response	GO:BP	0.00148373534912961	TRUE	11	VEZF1
regulation of defense response	GO:BP	0.0425465659723728	TRUE	2	ZNF148
regulation of response to external stimulus	GO:BP	2.48456290489234e-34	TRUE	234	ETV6
regulation of response to external stimulus	GO:BP	1.10680649971215e-24	TRUE	160	IRF1
regulation of response to external stimulus	GO:BP	4.2886778667396e-15	TRUE	74	IRF2
regulation of response to external stimulus	GO:BP	0.000300587143689804	TRUE	8	IRF4
regulation of response to external stimulus	GO:BP	0.000169275227209602	TRUE	28	NFIL3
regulation of response to external stimulus	GO:BP	1.40776558144916e-11	TRUE	60	STAT3
regulation of response to external stimulus	GO:BP	0.000130045633381321	TRUE	23	VEZF1
regulation of response to external stimulus	GO:BP	0.0488352964376009	TRUE	16	ZNF148
regulation of macromolecule metabolic process	GO:BP	1.14979114893309e-13	TRUE	837	ETV6
regulation of macromolecule metabolic process	GO:BP	1.28116191448909e-16	TRUE	761	IRF1
regulation of macromolecule metabolic process	GO:BP	2.08901001751432e-12	TRUE	419	IRF2
regulation of macromolecule metabolic process	GO:BP	0.0671428170326268	FALSE	61	IRF4
regulation of macromolecule metabolic process	GO:BP	0.000129210559674689	TRUE	102	NFIL3
regulation of macromolecule metabolic process	GO:BP	3.37678606193051e-05	TRUE	199	STAT3
regulation of macromolecule metabolic process	GO:BP	5.71243426688432e-34	TRUE	754	VEZF1
regulation of macromolecule metabolic process	GO:BP	1.23154457259258e-22	TRUE	389	ZNF148
regulation of RNA biosynthetic process	GO:BP	3.52725862790609e-08	TRUE	456	ETV6
regulation of RNA biosynthetic process	GO:BP	5.56852962180054e-09	TRUE	500	IRF1
regulation of RNA biosynthetic process	GO:BP	5.54569164559233e-09	TRUE	240	IRF2
regulation of RNA biosynthetic process	GO:BP	0.0166408015559625	TRUE	40	IRF4
regulation of RNA biosynthetic process	GO:BP	0.000436912746441491	TRUE	66	NFIL3
regulation of RNA biosynthetic process	GO:BP	0.000466459388501742	TRUE	121	STAT3
regulation of RNA biosynthetic process	GO:BP	1.00802696340315e-33	TRUE	470	VEZF1
regulation of RNA biosynthetic process	GO:BP	3.64961937602853e-20	TRUE	235	ZNF148
regulation of DNA-templated transcription	GO:BP	6.34845511027396e-08	TRUE	452	ETV6
regulation of DNA-templated transcription	GO:BP	1.77284013664459e-08	TRUE	496	IRF1
regulation of DNA-templated transcription	GO:BP	8.88901777237697e-09	TRUE	238	IRF2
regulation of DNA-templated transcription	GO:BP	0.0340078545298375	TRUE	94	IRF4
regulation of DNA-templated transcription	GO:BP	0.000372720893612143	TRUE	66	NFIL3
regulation of DNA-templated transcription	GO:BP	0.000558301558776526	TRUE	120	STAT3
regulation of DNA-templated transcription	GO:BP	1.00802696340315e-33	TRUE	468	VEZF1
regulation of DNA-templated transcription	GO:BP	3.64961937602853e-20	TRUE	234	ZNF148
cell activation	GO:BP	1.67620100216395e-33	TRUE	252	ETV6
cell activation	GO:BP	1.9166764137199e-15	TRUE	183	IRF1
cell activation	GO:BP	7.83849052564185e-05	TRUE	48	IRF2
cell activation	GO:BP	4.6581890658846e-05	TRUE	55	IRF4
cell activation	GO:BP	0.00485102750201798	TRUE	16	NFIL3
cell activation	GO:BP	2.64669394284397e-09	TRUE	67	STAT3
cell activation	GO:BP	0.000466517817224504	TRUE	125	VEZF1
cell activation	GO:BP	0.139954884228069	FALSE	18	ZNF148
regulation of cytokine production	GO:BP	1.88622550225926e-33	TRUE	129	ETV6
regulation of cytokine production	GO:BP	1.41466633248466e-19	TRUE	120	IRF1
regulation of cytokine production	GO:BP	7.16831399628831e-14	TRUE	62	IRF2
regulation of cytokine production	GO:BP	0.000494648685980125	TRUE	17	IRF4
regulation of cytokine production	GO:BP	1.06755366885724e-05	TRUE	17	NFIL3
regulation of cytokine production	GO:BP	0.000204822315124346	TRUE	40	STAT3
regulation of cytokine production	GO:BP	0.00139431537095287	TRUE	25	VEZF1
regulation of cytokine production	GO:BP	0.00305933603139611	TRUE	16	ZNF148
cytokine production	GO:BP	4.12684402749598e-33	TRUE	129	ETV6
cytokine production	GO:BP	2.57444400690785e-19	TRUE	120	IRF1
cytokine production	GO:BP	1.00399862000979e-13	TRUE	62	IRF2
cytokine production	GO:BP	0.000532669863425793	TRUE	17	IRF4
cytokine production	GO:BP	1.15713751873555e-05	TRUE	17	NFIL3
cytokine production	GO:BP	0.000239460610956012	TRUE	40	STAT3
cytokine production	GO:BP	0.00154635596381218	TRUE	25	VEZF1
cytokine production	GO:BP	0.00123188910997672	TRUE	17	ZNF148
regulation of cell communication	GO:BP	5.33315713108377e-33	TRUE	527	ETV6
regulation of cell communication	GO:BP	6.11865642213167e-20	TRUE	478	IRF1
regulation of cell communication	GO:BP	2.63979523230083e-11	TRUE	221	IRF2
regulation of cell communication	GO:BP	0.0166047312242003	TRUE	38	IRF4
regulation of cell communication	GO:BP	0.000584312743720325	TRUE	43	NFIL3
regulation of cell communication	GO:BP	6.85252519530585e-15	TRUE	156	STAT3
regulation of cell communication	GO:BP	5.29189315657568e-17	TRUE	405	VEZF1
regulation of cell communication	GO:BP	2.85546752614155e-06	TRUE	113	ZNF148
cellular response to stimulus	GO:BP	8.27619838508925e-33	TRUE	1032	ETV6
cellular response to stimulus	GO:BP	6.22590886007e-17	TRUE	793	IRF1
cellular response to stimulus	GO:BP	1.59586976292635e-08	TRUE	271	IRF2
cellular response to stimulus	GO:BP	1.89191424349878e-05	TRUE	103	IRF4
cellular response to stimulus	GO:BP	1.84106339282276e-05	TRUE	75	NFIL3
cellular response to stimulus	GO:BP	1.12748003478169e-14	TRUE	277	STAT3
cellular response to stimulus	GO:BP	5.93799261857161e-18	TRUE	744	VEZF1
cellular response to stimulus	GO:BP	3.16706605736974e-05	TRUE	353	ZNF148
DNA-templated transcription	GO:BP	8.81352739876239e-08	TRUE	467	ETV6
DNA-templated transcription	GO:BP	3.43613732044971e-08	TRUE	515	IRF1
DNA-templated transcription	GO:BP	3.04417576795814e-09	TRUE	248	IRF2
DNA-templated transcription	GO:BP	0.0455251454583817	TRUE	96	IRF4
DNA-templated transcription	GO:BP	0.00107237372782828	TRUE	66	NFIL3
DNA-templated transcription	GO:BP	0.000557704299904523	TRUE	123	STAT3
DNA-templated transcription	GO:BP	1.74500438831101e-32	TRUE	478	VEZF1
DNA-templated transcription	GO:BP	5.34984211484491e-20	TRUE	240	ZNF148
positive regulation of nucleobase-containing compound metabolic process	GO:BP	1.87440097675261e-18	TRUE	330	ETV6
